,Unnamed: 0,aX,aY,aZ,gX,gY,gZ
445,445,0.84,-0.62,-0.27,-49.44,31.25,-0.98
446,446,0.8,-0.75,-0.22,-45.1,15.62,-0.98
447,447,0.78,-0.86,-0.18,-24.23,15.62,-0.98
448,448,0.74,-0.96,-0.16,8.48,15.62,-0.98
449,449,0.72,-0.98,-0.14,39.43,15.62,-0.98
450,450,0.71,-0.9,-0.13,74.95,15.62,-0.98
451,451,0.71,-0.83,-0.14,88.2,0.0,-0.98
452,452,0.71,-0.76,-0.15,98.39,0.0,-0.98
453,453,0.74,-0.71,-0.15,101.75,0.0,-1.04
454,454,0.77,-0.65,-0.15,99.06,0.0,-1.04
455,455,0.79,-0.59,-0.17,90.33,0.0,-1.04
456,456,0.83,-0.57,-0.17,79.41,0.0,-1.04
457,457,0.87,-0.59,-0.18,69.4,0.0,-1.04
458,458,0.91,-0.61,-0.19,61.52,0.0,-1.04
459,459,0.98,-0.63,-0.2,57.74,0.0,-1.04
460,460,1.04,-0.63,-0.2,53.83,-15.62,-1.04
461,461,1.12,-0.62,-0.19,50.54,-15.62,-1.04
462,462,1.19,-0.59,-0.19,45.23,-15.62,-1.04
463,463,1.28,-0.56,-0.22,38.15,-15.62,-1.04
464,464,1.35,-0.53,-0.21,29.42,0.0,-1.04
465,465,1.39,-0.53,-0.22,23.32,0.0,-1.04
466,466,1.43,-0.54,-0.2,19.53,0.0,-1.04
467,467,1.44,-0.55,-0.2,20.69,0.0,-1.04
468,468,1.44,-0.54,-0.17,24.17,0.0,-1.04
469,469,1.42,-0.53,-0.16,29.24,0.0,-1.04
470,470,1.39,-0.5,-0.14,35.28,0.0,-1.04
471,471,1.37,-0.46,-0.12,39.61,0.0,-1.04
472,472,1.36,-0.43,-0.11,43.82,0.0,-1.04
473,473,1.38,-0.41,-0.1,46.45,0.0,-1.04
474,474,1.45,-0.39,-0.1,48.34,-15.62,-1.04
475,475,1.53,-0.38,-0.11,48.65,-15.62,-1.04
476,476,1.6,-0.36,-0.12,47.36,-15.62,-1.04
477,477,1.63,-0.35,-0.12,45.9,0.0,-1.04
478,478,1.58,-0.41,-0.12,55.85,0.0,-1.04
479,479,1.56,-0.3,-0.34,44.43,15.62,-1.04
480,480,1.51,-0.43,-0.06,53.83,15.62,-1.04
481,481,1.4,-0.27,-0.2,52.61,15.62,-1.04
482,482,1.34,-0.23,-0.19,47.24,15.62,-1.04
483,483,1.27,-0.22,-0.15,42.3,15.62,-1.04
484,484,1.3,-0.19,-0.2,34.42,0.0,-1.04
485,485,1.36,-0.2,-0.14,26.79,0.0,-1.04
486,486,1.44,-0.2,-0.12,21.67,0.0,-1.04
487,487,1.54,-0.21,-0.11,19.65,-15.62,-1.1
488,488,1.64,-0.23,-0.1,19.29,-15.62,-1.1
489,489,1.75,-0.25,-0.07,21.91,-15.62,-1.1
490,490,1.89,-0.25,-0.05,25.15,-15.62,-1.1
491,491,2.14,-0.14,0.01,36.56,15.62,-1.1
492,492,2.15,-0.07,0.01,44.43,31.25,-1.1
493,493,2.03,-0.0,-0.02,52.37,46.88,-1.1
494,494,1.88,0.05,-0.03,58.04,78.12,-1.1
495,495,1.67,0.16,0.02,56.58,93.75,-1.1
496,496,1.5,0.28,0.08,46.69,93.75,-1.1
497,497,1.31,0.4,0.1,31.62,93.75,-1.1
498,498,1.06,0.53,0.11,-22.52,109.38,-1.1
499,499,0.96,0.56,0.14,-48.83,109.38,-1.1
500,500,0.87,0.5,0.11,-74.1,93.75,-1.1
501,501,0.79,0.46,0.11,-100.04,93.75,-1.1
502,502,0.66,0.36,0.11,-123.72,93.75,-1.1
503,503,0.62,0.32,0.08,-126.1,78.12,-1.1
504,504,0.6,0.27,0.05,-121.34,78.12,-1.1
505,505,0.59,0.23,0.03,-113.4,62.5,-1.1
506,506,0.61,0.18,-0.02,-101.14,46.88,-1.1
507,507,0.62,0.16,-0.05,-87.65,46.88,-1.1
508,508,0.67,0.19,-0.12,-51.51,31.25,-1.1
509,509,0.69,0.21,-0.13,-35.77,31.25,-1.1
510,510,0.71,0.23,-0.12,-22.89,31.25,-1.1
511,511,0.75,0.24,-0.11,-12.63,15.62,-1.1
512,512,0.79,0.21,-0.07,-3.11,15.62,-1.1
513,513,0.83,0.18,-0.04,4.15,15.62,-1.1
514,514,0.86,0.15,-0.0,10.68,15.62,-1.1
515,515,0.9,0.12,0.03,16.24,15.62,-1.1
516,516,0.92,0.08,0.04,21.42,0.0,-1.1
517,517,0.95,0.05,0.05,23.5,0.0,-1.16
518,518,0.98,0.03,0.06,24.78,0.0,-1.16
519,519,1.0,0.01,0.06,22.95,0.0,-1.16
520,520,1.02,-0.0,0.05,20.02,0.0,-1.16
521,521,1.04,-0.0,0.04,15.2,0.0,-1.16
522,522,1.07,-0.0,0.04,7.75,0.0,-1.16
523,523,1.1,0.01,0.04,-1.4,0.0,-1.16
524,524,1.13,0.0,0.04,-11.84,0.0,-1.16
525,525,1.16,-0.01,0.04,-22.09,0.0,-1.16
526,526,1.2,-0.04,0.04,-30.09,0.0,-1.16
527,527,1.3,-0.15,0.01,-39.92,0.0,-1.16
528,528,1.34,-0.21,-0.01,-37.66,0.0,-1.16
529,529,1.38,-0.27,-0.04,-32.35,0.0,-1.16
530,530,1.42,-0.34,-0.07,-23.44,0.0,-1.16
531,531,1.46,-0.38,-0.09,-12.63,0.0,-1.16
532,532,1.49,-0.41,-0.1,-0.92,0.0,-1.16
533,533,1.53,-0.44,-0.14,11.35,0.0,-1.16
534,534,1.56,-0.41,-0.22,11.66,0.0,-1.16
535,535,1.59,0.41,-1.26,-241.58,-31.25,-1.16
536,536,1.41,-0.02,0.24,-99.3,-15.62,-1.16
537,537,1.54,-1.02,-0.04,36.44,-15.62,-1.16
538,538,1.68,-1.3,-0.29,32.9,31.25,-1.16
539,539,1.54,-0.71,0.03,69.76,62.5,-1.16
540,540,1.04,0.45,-0.82,-68.79,15.62,-1.16
541,541,1.1,-0.01,-0.42,-150.09,-46.88,-1.16
542,542,1.44,-0.79,0.04,-75.5,-31.25,-1.16
543,543,1.61,-1.2,0.61,53.77,31.25,-1.16
544,544,1.45,-0.96,-0.86,2.69,15.62,-1.16
545,545,1.47,-0.11,-0.08,0.37,0.0,-1.16
546,546,1.66,-0.2,-0.22,23.01,31.25,-1.16
547,547,1.58,-0.64,-0.25,17.52,31.25,-1.16
548,548,1.56,-0.83,-0.16,40.04,31.25,-1.16
549,549,1.47,-0.83,-0.29,78.31,15.62,-1.22
550,550,1.4,-0.75,-0.33,94.18,-15.62,-1.22
551,551,1.55,-0.7,-0.24,113.46,-15.62,-1.22
552,552,1.56,-0.5,-0.4,100.34,0.0,-1.22
553,553,1.49,-0.31,-0.37,55.36,15.62,-1.22
554,554,1.4,-0.33,-0.35,18.37,15.62,-1.22
555,555,1.3,-0.46,-0.23,-13.73,15.62,-1.22
556,556,1.2,-0.54,-0.12,-34.79,15.62,-1.22
557,557,1.1,-0.66,-0.17,-38.15,15.62,-1.22
558,558,1.05,-0.67,-0.23,-37.29,0.0,-1.22
559,559,1.05,-0.58,-0.27,-36.01,0.0,-1.22
560,560,1.05,-0.49,-0.28,-39.12,15.62,-1.22
561,561,0.95,-0.47,-0.38,-65.06,0.0,-1.22
562,562,0.91,-0.55,-0.4,-76.54,0.0,-1.22
563,563,0.87,-0.65,-0.38,-76.17,0.0,-1.22
564,564,0.83,-0.79,-0.35,-62.13,15.62,-1.22
565,565,0.74,-0.97,-0.26,-13.85,15.62,-1.22
566,566,0.71,-0.99,-0.23,12.63,15.62,-1.22
567,567,0.69,-0.99,-0.21,33.51,0.0,-1.22
568,568,0.68,-0.96,-0.21,49.74,0.0,-1.22
569,569,0.71,-0.95,-0.2,63.72,0.0,-1.22
570,570,0.74,-0.93,-0.19,73.24,0.0,-1.22
571,571,0.79,-0.9,-0.2,78.0,0.0,-1.22
572,572,0.82,-0.88,-0.22,80.81,0.0,-1.22
573,573,0.86,-0.89,-0.22,84.53,0.0,-1.22
574,574,0.9,-0.92,-0.22,91.98,0.0,-1.22
575,575,0.97,-0.93,-0.23,102.6,0.0,-1.22
576,576,1.05,-0.91,-0.22,113.83,-15.62,-1.22
577,577,1.12,-0.85,-0.22,123.72,0.0,-1.22
578,578,1.2,-0.77,-0.21,131.04,0.0,-1.22
579,579,1.27,-0.7,-0.21,132.75,0.0,-1.22
580,580,1.35,-0.64,-0.2,129.76,0.0,-1.22
581,581,1.4,-0.6,-0.2,124.82,15.62,-1.22
582,582,1.45,-0.56,-0.19,119.69,15.62,-1.28
583,583,1.48,-0.53,-0.18,116.76,15.62,-1.28
584,584,1.51,-0.5,-0.17,117.8,15.62,-1.28
585,585,1.53,-0.49,-0.15,119.57,31.25,-1.28
586,586,1.58,-0.48,-0.15,124.57,31.25,-1.28
587,587,1.64,-0.47,-0.15,129.03,31.25,-1.28
588,588,1.74,-0.43,-0.13,130.98,31.25,-1.28
589,589,1.83,-0.38,-0.13,130.07,31.25,-1.28
590,590,1.89,-0.32,-0.11,124.27,46.88,-1.28
591,591,1.89,-0.25,-0.11,115.66,62.5,-1.28
592,592,1.82,-0.19,-0.12,105.22,78.12,-1.28
593,593,1.67,-0.15,-0.11,93.02,93.75,-1.28
594,594,1.53,-0.13,-0.12,81.6,93.75,-1.28
595,595,1.4,-0.12,-0.11,69.95,93.75,-1.28
596,596,1.31,-0.19,-0.05,96.31,93.75,-1.28
597,597,1.24,-0.05,-0.16,46.08,62.5,-1.28
598,598,1.32,-0.23,-0.01,51.76,62.5,-1.28
599,599,1.4,-0.13,-0.03,54.14,62.5,-1.28
600,600,1.54,-0.1,-0.12,45.72,46.88,-1.28
601,601,1.64,-0.13,-0.02,35.71,46.88,-1.28
602,602,1.85,-0.09,-0.07,27.65,31.25,-1.28
603,603,2.07,-0.1,-0.05,20.02,31.25,-1.28
604,604,2.26,-0.1,0.04,9.28,46.88,-1.28
605,605,2.38,-0.07,0.06,-0.37,62.5,-1.28
606,606,2.34,0.0,0.09,-9.52,78.12,-1.28
607,607,2.2,0.09,0.09,-14.1,93.75,-1.28
608,608,1.99,0.17,0.04,-15.26,109.38,-1.28
609,609,1.82,0.25,0.08,-21.97,109.38,-1.28
610,610,1.62,0.37,0.15,-35.95,125.0,-1.28
611,611,1.47,0.46,0.18,-46.81,125.0,-1.28
612,612,1.31,0.52,0.2,-53.1,125.0,-1.28
613,613,1.18,0.54,0.27,-62.44,125.0,-1.28
614,614,1.06,0.47,0.25,-74.04,125.0,-1.28
615,615,0.96,0.43,0.23,-86.18,125.0,-1.28
616,616,0.85,0.39,0.26,-89.36,109.38,-1.34
617,617,0.75,0.29,0.21,-88.32,109.38,-1.34
618,618,0.71,0.26,0.18,-87.4,109.38,-1.34
619,619,0.68,0.24,0.17,-84.59,93.75,-1.34
620,620,0.67,0.24,0.12,-76.23,78.12,-1.34
621,621,0.69,0.26,0.07,-65.25,62.5,-1.34
622,622,0.69,0.32,0.04,-53.53,62.5,-1.34
623,623,0.69,0.39,0.01,-41.99,46.88,-1.34
624,624,0.66,0.48,-0.02,-35.58,46.88,-1.34
625,625,0.64,0.55,-0.05,-31.19,31.25,-1.34
626,626,0.61,0.58,-0.06,-27.16,31.25,-1.34
627,627,0.61,0.57,-0.07,-23.68,15.62,-1.34
628,628,0.64,0.53,-0.05,-18.98,0.0,-1.34
629,629,0.68,0.48,-0.03,-14.28,0.0,-1.34
630,630,0.76,0.42,0.0,-6.96,-15.62,-1.34
631,631,0.81,0.37,0.03,-0.92,-15.62,-1.34
632,632,0.86,0.31,0.05,5.13,-15.62,-1.34
633,633,0.89,0.26,0.07,10.01,-15.62,-1.34
634,634,0.92,0.2,0.07,12.7,-31.25,-1.34
635,635,0.94,0.15,0.07,15.5,-31.25,-1.34
636,636,0.96,0.11,0.06,18.07,-31.25,-1.34
637,637,0.99,0.07,0.04,18.43,-31.25,-1.34
638,638,1.02,0.04,0.02,18.8,-46.88,-1.34
639,639,1.06,0.03,0.01,18.01,-46.88,-1.34
640,640,1.1,0.02,-0.01,15.38,-46.88,-1.34
641,641,1.14,0.01,-0.03,8.85,-46.88,-1.34
642,642,1.18,0.01,-0.03,0.85,-46.88,-1.34
643,643,1.22,-0.02,-0.02,-9.4,-62.5,-1.34
644,644,1.27,-0.05,-0.02,-18.86,-62.5,-1.34
645,645,1.32,-0.1,-0.01,-25.39,-62.5,-1.34
646,646,1.37,-0.17,-0.01,-29.54,-62.5,-1.34
647,647,1.41,-0.23,-0.02,-30.88,-62.5,-1.34
648,648,1.43,-0.26,-0.03,-29.54,-62.5,-1.34
649,649,1.43,-0.28,-0.04,-25.51,-62.5,-1.34
650,650,1.43,-0.28,-0.06,-20.81,-46.88,-1.4
651,651,1.42,-0.26,-0.08,-24.66,-62.5,-1.4
652,652,1.44,0.98,-1.53,-358.22,-93.75,-1.4
653,653,1.39,0.55,0.53,-191.22,-31.25,-1.4
654,654,1.48,-1.25,-0.05,21.79,-109.38,-1.4
655,655,1.79,-1.44,-0.32,-19.35,-62.5,-1.4
656,656,1.92,-0.71,0.13,29.24,-31.25,-1.4
657,657,1.98,-0.1,0.07,72.02,15.62,-1.4
658,658,1.78,0.37,-0.08,2.69,31.25,-1.4
659,659,1.45,0.61,-0.88,-195.74,-31.25,-1.4
660,660,1.53,-0.6,0.05,-157.59,-78.12,-1.4
661,661,1.76,-1.52,0.51,3.78,-31.25,-1.4
662,662,1.54,-1.28,-0.79,45.47,46.88,-1.4
663,663,1.39,-0.43,0.03,3.72,15.62,-1.4
664,664,1.3,-0.03,-0.2,24.84,0.0,-1.4
665,665,1.32,-0.33,-0.08,15.81,15.62,-1.4
666,666,1.21,-0.7,-0.01,70.37,31.25,-1.4
667,667,1.08,-0.77,-0.1,101.87,0.0,-1.4
668,668,1.0,-0.67,-0.09,126.71,-46.88,-1.4
669,669,1.12,-0.47,-0.16,151.98,-78.12,-1.4
670,670,1.37,-0.35,-0.21,160.03,-62.5,-1.4
671,671,1.47,-0.04,-0.37,119.02,-46.88,-1.4
672,672,1.48,0.1,-0.43,60.0,-46.88,-1.4
673,673,1.47,-0.01,-0.45,17.15,-46.88,-1.4
674,674,1.38,-0.52,-0.33,-24.6,-31.25,-1.4
675,675,1.36,-0.67,-0.28,-14.47,-31.25,-1.4
676,676,1.34,-0.66,-0.29,-2.14,-15.62,-1.4
677,677,1.28,-0.52,-0.29,1.1,-15.62,-1.4
678,678,1.24,-0.39,-0.32,-16.05,-15.62,-1.4
679,679,1.11,-0.35,-0.36,-62.62,0.0,-1.4
680,680,1.07,-0.44,-0.36,-81.97,-15.62,-1.4
681,681,1.02,-0.56,-0.33,-79.65,0.0,-1.46
682,682,0.98,-0.66,-0.31,-56.27,0.0,-1.46
683,683,0.92,-0.75,-0.29,-25.45,0.0,-1.46
684,684,0.89,-0.76,-0.3,7.63,0.0,-1.46
685,685,0.84,-0.7,-0.31,34.91,15.62,-1.46
686,686,0.8,-0.62,-0.31,54.63,15.62,-1.46
687,687,0.78,-0.57,-0.33,65.61,0.0,-1.46
688,688,0.77,-0.55,-0.33,70.8,0.0,-1.46
689,689,0.79,-0.54,-0.33,73.12,0.0,-1.46
690,690,0.8,-0.53,-0.34,72.08,0.0,-1.46
691,691,0.83,-0.53,-0.34,69.58,0.0,-1.46
692,692,0.85,-0.54,-0.32,67.32,15.62,-1.46
693,693,0.89,-0.55,-0.31,66.41,15.62,-1.46
694,694,0.92,-0.54,-0.3,65.73,15.62,-1.46
695,695,0.94,-0.5,-0.28,65.06,15.62,-1.46
696,696,0.97,-0.47,-0.28,61.71,31.25,-1.46
697,697,1.0,-0.44,-0.28,56.46,31.25,-1.46
698,698,1.04,-0.41,-0.29,49.8,31.25,-1.46
699,699,1.07,-0.4,-0.29,42.97,31.25,-1.46
700,700,1.15,-0.43,-0.28,35.1,31.25,-1.46
701,701,1.25,-0.46,-0.25,40.34,31.25,-1.46
702,702,1.32,-0.46,-0.25,46.08,46.88,-1.46
703,703,1.37,-0.45,-0.24,49.01,46.88,-1.46
704,704,1.4,-0.41,-0.23,50.66,46.88,-1.46
705,705,1.44,-0.33,-0.2,46.51,62.5,-1.46
706,706,1.41,-0.3,-0.18,40.04,62.5,-1.46
707,707,1.38,-0.26,-0.15,31.74,78.12,-1.46
708,708,1.36,-0.23,-0.12,23.5,62.5,-1.46
709,709,1.36,-0.22,-0.1,16.11,62.5,-1.46
710,710,1.4,-0.23,-0.07,9.64,62.5,-1.46
711,711,1.48,-0.25,-0.05,5.25,46.88,-1.46
712,712,1.69,-0.31,-0.02,5.49,46.88,-1.53
713,713,1.75,-0.33,0.01,13.61,46.88,-1.53
714,714,1.73,-0.29,0.06,20.94,62.5,-1.53
715,715,1.7,-0.39,-0.13,44.68,62.5,-1.53
716,716,1.46,-0.2,0.1,85.63,93.75,-1.53
717,717,1.37,-0.14,0.16,81.12,93.75,-1.53
718,718,1.32,-0.04,0.11,73.3,93.75,-1.53
719,719,1.26,0.01,0.09,53.96,78.12,-1.53
720,720,1.32,0.03,0.08,39.37,62.5,-1.53
721,721,1.39,0.02,0.08,29.36,62.5,-1.53
722,722,1.5,0.03,0.06,16.24,46.88,-1.53
723,723,1.62,0.05,0.05,3.05,46.88,-1.53
724,724,1.74,0.09,0.08,-6.29,46.88,-1.53
725,725,1.8,0.11,0.09,-14.53,46.88,-1.53
726,726,1.78,0.12,0.1,-24.23,62.5,-1.53
727,727,1.54,0.14,0.1,-38.94,78.12,-1.53
728,728,1.26,0.17,0.15,-62.81,78.12,-1.53
729,729,1.15,0.18,0.16,-75.26,78.12,-1.53
730,730,1.1,0.19,0.16,-94.85,78.12,-1.53
731,731,1.03,0.22,0.21,-110.66,78.12,-1.53
732,732,0.96,0.23,0.22,-124.63,78.12,-1.53
733,733,0.89,0.23,0.23,-138.12,78.12,-1.53
734,734,0.83,0.23,0.24,-150.02,78.12,-1.53
735,735,0.77,0.24,0.23,-157.71,62.5,-1.53
736,736,0.71,0.24,0.22,-162.23,62.5,-1.53
737,737,0.68,0.23,0.19,-162.78,46.88,-1.53
738,738,0.64,0.21,0.11,-147.64,31.25,-1.53
739,739,0.64,0.2,0.05,-135.74,15.62,-1.59
740,740,0.64,0.18,0.01,-118.65,15.62,-1.59
741,741,0.66,0.18,-0.03,-99.24,0.0,-1.59
742,742,0.68,0.19,-0.05,-78.19,0.0,-1.59
743,743,0.72,0.19,-0.06,-57.25,0.0,-1.59
744,744,0.77,0.18,-0.06,-38.27,-15.62,-1.59
745,745,0.81,0.16,-0.04,-18.86,-15.62,-1.59
746,746,0.85,0.15,-0.02,-1.46,-15.62,-1.59
747,747,0.87,0.13,0.0,15.08,-15.62,-1.59
748,748,0.88,0.12,0.03,30.09,-15.62,-1.59
749,749,0.88,0.12,0.03,43.21,-15.62,-1.59
750,750,0.89,0.09,0.02,55.48,-15.62,-1.59
751,751,0.91,0.06,-0.0,65.49,-15.62,-1.59
752,752,0.94,0.02,-0.03,74.71,-15.62,-1.59
753,753,0.96,-0.04,-0.07,82.95,-31.25,-1.59
754,754,1.0,-0.08,-0.11,88.56,-31.25,-1.59
755,755,1.02,-0.1,-0.12,91.61,-31.25,-1.59
756,756,1.05,-0.09,-0.11,90.03,-31.25,-1.59
757,757,1.07,-0.07,-0.11,81.67,-31.25,-1.59
758,758,1.09,-0.05,-0.1,70.43,-31.25,-1.59
759,759,1.12,-0.04,-0.09,54.38,-31.25,-1.59
760,760,1.14,-0.03,-0.09,36.62,-46.88,-1.59
761,761,1.18,-0.04,-0.07,20.87,-46.88,-1.59
762,762,1.23,-0.06,-0.08,5.49,-46.88,-1.59
763,763,1.56,0.02,-0.2,-59.2,-15.62,-1.59
764,764,1.36,0.88,-0.54,-322.75,-15.62,-1.59
765,765,1.24,-0.01,0.4,-108.76,-78.12,-1.59
766,766,1.69,-1.08,-0.17,-80.02,-46.88,-1.59
767,767,1.76,-0.75,0.04,-67.02,46.88,-1.59
768,768,1.67,-0.23,0.22,-14.4,78.12,-1.59
769,769,1.16,0.4,-0.68,-126.16,46.88,-1.59
770,770,1.02,0.26,-0.47,-259.83,-78.12,-1.59
771,771,1.5,-0.3,0.17,-215.52,-109.38,-1.59
772,772,2.12,-0.63,0.43,-114.2,0.0,-1.59
773,773,2.04,-0.33,-0.55,-205.44,62.5,-1.65
774,774,1.95,-0.52,0.12,-160.22,62.5,-1.65
775,775,1.95,-0.91,0.3,-57.62,93.75,-1.65
776,776,1.64,-0.63,-0.37,-66.28,140.62,-1.65
777,777,1.48,-0.36,0.08,-98.14,31.25,-1.65
778,778,1.75,-0.51,-0.01,-47.79,78.12,-1.65
779,779,1.69,-0.74,-0.08,-37.41,109.38,-1.65
780,780,1.5,-0.7,0.02,-31.74,109.38,-1.65
781,781,1.51,-0.65,-0.02,-6.23,109.38,-1.65
782,782,1.36,-0.72,-0.01,10.25,93.75,-1.65
783,783,1.34,-0.76,-0.01,41.87,109.38,-1.65
784,784,1.13,-0.76,0.11,56.88,93.75,-1.65
785,785,0.99,-0.65,0.08,73.97,46.88,-1.65
786,786,1.01,-0.58,-0.05,92.96,31.25,-1.65
787,787,1.04,-0.53,-0.1,94.12,31.25,-1.65
788,788,1.05,-0.38,-0.2,81.73,31.25,-1.65
789,789,1.1,-0.15,-0.31,43.09,15.62,-1.65
790,790,1.19,-0.03,-0.36,0.12,0.0,-1.65
791,791,1.22,-0.08,-0.38,-32.78,0.0,-1.65
792,792,1.23,-0.22,-0.37,-53.41,0.0,-1.65
793,793,1.2,-0.39,-0.31,-56.34,0.0,-1.65
794,794,1.15,-0.5,-0.28,-46.33,0.0,-1.65
795,795,1.1,-0.48,-0.24,-37.78,0.0,-1.65
796,796,1.05,-0.39,-0.23,-36.56,0.0,-1.65
797,797,1.01,-0.31,-0.22,-48.22,0.0,-1.65
798,798,0.89,-0.36,-0.21,-88.87,0.0,-1.65
799,799,0.85,-0.46,-0.17,-94.54,0.0,-1.65
800,800,0.85,-0.58,-0.11,-83.92,-15.62,-1.65
801,801,0.84,-0.68,-0.08,-57.74,0.0,-1.65
802,802,0.83,-0.75,-0.05,-19.9,0.0,-1.65
803,803,0.83,-0.75,-0.04,16.24,0.0,-1.65
804,804,0.82,-0.7,-0.03,51.45,0.0,-1.65
805,805,0.81,-0.64,-0.04,80.14,0.0,-1.65
806,806,0.8,-0.58,-0.05,100.59,0.0,-1.65
807,807,0.82,-0.54,-0.04,117.0,0.0,-1.65
808,808,0.82,-0.49,-0.06,128.97,0.0,-1.71
809,809,0.84,-0.45,-0.09,135.5,0.0,-1.71
810,810,0.86,-0.43,-0.1,138.06,0.0,-1.71
811,811,0.88,-0.44,-0.12,138.98,0.0,-1.71
812,812,0.9,-0.45,-0.12,138.79,0.0,-1.71
813,813,0.9,-0.46,-0.13,139.4,0.0,-1.71
814,814,0.92,-0.45,-0.14,138.61,0.0,-1.71
815,815,0.95,-0.43,-0.16,136.35,0.0,-1.71
816,816,0.98,-0.41,-0.19,132.57,0.0,-1.71
817,817,1.02,-0.38,-0.23,125.0,0.0,-1.71
818,818,1.05,-0.36,-0.24,115.84,0.0,-1.71
819,819,1.1,-0.37,-0.25,100.89,0.0,-1.71
820,820,1.12,-0.38,-0.25,95.83,0.0,-1.71
821,821,1.15,-0.38,-0.25,92.96,0.0,-1.71
822,822,1.18,-0.38,-0.24,90.39,0.0,-1.71
823,823,1.2,-0.36,-0.23,87.46,0.0,-1.71
824,824,1.22,-0.35,-0.23,85.14,0.0,-1.71
825,825,1.23,-0.33,-0.21,80.87,15.62,-1.71
826,826,1.24,-0.31,-0.19,78.12,15.62,-1.71
827,827,1.25,-0.3,-0.17,77.15,15.62,-1.71
828,828,1.3,-0.31,-0.12,79.16,15.62,-1.71
829,829,1.35,-0.31,-0.11,81.48,15.62,-1.71
830,830,1.42,-0.31,-0.1,84.53,15.62,-1.71
831,831,1.5,-0.31,-0.1,88.75,15.62,-1.71
832,832,1.57,-0.31,-0.08,92.41,15.62,-1.71
833,833,1.63,-0.31,-0.08,97.6,31.25,-1.71
834,834,1.66,-0.31,-0.08,103.88,31.25,-1.71
835,835,1.65,-0.44,-0.06,157.04,46.88,-1.71
836,836,1.66,-0.31,0.15,145.45,62.5,-1.71
837,837,1.6,-0.11,-0.1,157.71,62.5,-1.71
838,838,1.58,-0.08,-0.1,139.95,78.12,-1.71
839,839,1.45,-0.1,0.02,128.05,78.12,-1.77
840,840,1.43,-0.04,-0.05,116.58,78.12,-1.77
841,841,1.41,-0.03,0.0,104.8,93.75,-1.77
842,842,1.35,-0.02,0.06,88.62,93.75,-1.77
843,843,1.26,0.06,0.1,51.51,93.75,-1.77
844,844,1.21,0.07,0.03,42.3,78.12,-1.77
845,845,1.24,0.15,-0.05,17.03,78.12,-1.77
846,846,1.35,-0.09,0.15,6.41,78.12,-1.77
847,847,1.38,0.04,-0.01,4.82,62.5,-1.77
848,848,1.48,-0.03,-0.06,-4.27,62.5,-1.77
849,849,1.5,0.02,0.03,-13.85,62.5,-1.77
850,850,1.52,0.03,-0.05,-16.91,78.12,-1.77
851,851,1.47,0.03,-0.01,-24.29,78.12,-1.77
852,852,1.4,0.05,-0.02,-28.63,78.12,-1.77
853,853,1.31,0.04,-0.03,-31.56,78.12,-1.77
854,854,1.24,0.04,-0.01,-35.34,78.12,-1.77
855,855,1.17,0.03,0.02,-38.64,78.12,-1.77
856,856,1.13,0.01,0.02,-44.56,62.5,-1.77
857,857,1.08,0.01,0.05,-51.27,62.5,-1.77
858,858,1.03,0.01,0.09,-56.21,62.5,-1.77
859,859,0.96,0.0,0.1,-63.17,62.5,-1.77
860,860,0.9,0.01,0.12,-68.66,62.5,-1.77
861,861,0.79,0.04,0.12,-77.21,62.5,-1.77
862,862,0.77,0.06,0.12,-79.83,62.5,-1.77
863,863,0.74,0.08,0.1,-80.63,46.88,-1.77
864,864,0.73,0.09,0.09,-80.26,46.88,-1.77
865,865,0.73,0.11,0.06,-78.0,31.25,-1.77
866,866,0.72,0.12,0.04,-73.18,31.25,-1.77
867,867,0.71,0.11,0.02,-68.18,31.25,-1.77
868,868,0.71,0.11,-0.01,-62.01,31.25,-1.77
869,869,0.71,0.08,-0.02,-54.44,15.62,-1.77
870,870,0.72,0.06,-0.04,-45.59,15.62,-1.77
871,871,0.74,0.04,-0.05,-35.22,15.62,-1.83
872,872,0.77,0.01,-0.05,-25.21,0.0,-1.83
873,873,0.8,-0.03,-0.04,-13.49,0.0,-1.83
874,874,0.83,-0.06,-0.02,-1.22,0.0,-1.83
875,875,0.85,-0.07,-0.02,9.89,0.0,-1.83
876,876,0.87,-0.08,-0.0,21.24,0.0,-1.83
877,877,0.9,-0.08,-0.0,30.64,0.0,-1.83
878,878,0.92,-0.09,-0.01,40.34,-15.62,-1.83
879,879,0.93,-0.09,-0.01,47.55,-15.62,-1.83
880,880,0.95,-0.09,-0.01,54.32,-15.62,-1.83
881,881,0.97,-0.09,-0.02,57.98,-15.62,-1.83
882,882,0.98,-0.09,-0.03,61.4,-15.62,-1.83
883,883,0.99,-0.09,-0.04,63.05,-15.62,-1.83
884,884,1.0,-0.09,-0.06,63.17,-15.62,-1.83
885,885,1.01,-0.08,-0.09,61.71,-15.62,-1.83
886,886,1.03,-0.07,-0.11,58.41,-15.62,-1.83
887,887,1.07,-0.05,-0.12,52.25,-31.25,-1.83
888,888,1.1,-0.05,-0.11,44.07,-31.25,-1.83
889,889,1.12,-0.05,-0.11,32.53,-31.25,-1.83
890,890,1.13,-0.06,-0.11,20.39,-31.25,-1.83
891,891,1.13,-0.06,-0.1,5.98,-15.62,-1.83
892,892,1.13,-0.07,-0.09,-6.71,-15.62,-1.83
893,893,1.13,-0.08,-0.07,-19.35,-31.25,-1.83
894,894,1.16,-0.08,-0.07,-31.62,-31.25,-1.83
