,time,aX,aY,aZ,gX,gY,gZ
396,4126.0,-0.86,0.06,-0.04,-77.51,203.12,-0.98
397,4134.0,-0.87,0.05,0.02,-73.24,203.12,-0.98
398,4141.0,-0.87,0.05,0.09,-67.44,187.5,-0.98
399,4149.0,-0.88,0.09,0.18,-59.88,171.88,-0.98
400,4157.0,-0.86,0.16,0.27,-51.7,156.25,-0.98
401,4165.0,-0.86,0.24,0.35,-42.54,140.62,-0.98
402,4171.0,-0.87,0.33,0.41,-34.48,125.0,-0.98
403,4179.0,-0.89,0.42,0.49,-27.53,109.38,-0.98
404,4186.0,-0.93,0.51,0.59,-22.46,93.75,-0.98
405,4194.0,-0.95,0.57,0.61,-17.4,78.12,-0.98
406,4202.0,-0.96,0.6,0.55,-12.63,62.5,-0.98
407,4209.0,-0.96,0.54,0.51,-4.52,46.88,-0.98
408,4216.0,-0.93,0.4,0.35,10.31,31.25,-0.98
409,4224.0,-0.86,0.23,0.2,19.47,0.0,-0.98
410,4248.0,-0.37,-0.04,-0.33,77.33,-62.5,-0.98
411,4253.0,-0.41,0.06,-0.34,83.25,-78.12,-0.98
412,4262.0,-0.52,0.25,-0.29,74.46,-93.75,-0.98
413,4269.0,-0.65,0.37,-0.19,59.14,-109.38,-0.98
414,4285.0,-0.81,0.43,0.0,27.59,-140.62,-0.98
415,4291.0,-0.85,0.38,0.0,24.23,-156.25,-0.98
416,4299.0,-0.84,0.3,-0.06,25.76,-171.88,-0.98
417,4306.0,-0.78,0.19,-0.13,28.14,-187.5,-0.98
418,4314.0,-0.76,0.1,-0.23,34.85,-187.5,-0.98
419,4322.0,-0.81,-0.01,-0.34,44.92,-187.5,-0.98
420,4336.0,-0.91,-0.34,-0.73,71.04,-218.75,-0.98
421,4344.0,-0.86,-0.56,-0.98,79.47,-218.75,-0.98
422,4351.0,-0.79,-0.72,-1.18,91.98,-203.12,-1.04
423,4359.0,-0.81,-0.82,-1.33,109.62,-187.5,-1.04
424,4367.0,-0.94,-0.89,-1.39,126.83,-171.88,-1.04
425,4375.0,-1.13,-0.85,-1.39,126.95,-156.25,-1.04
426,4389.0,-1.6,-0.26,-0.72,115.3,-171.88,-1.04
427,4396.0,-1.53,-0.15,-0.25,117.92,-218.75,-1.04
428,4404.0,-0.75,-0.52,-0.08,131.9,-265.62,-1.04
429,4412.0,0.4,-0.89,-0.43,156.68,-265.62,-1.04
430,4419.0,1.05,-0.86,-0.9,152.89,-234.38,-1.04
431,4426.0,1.37,-0.48,-1.37,107.48,-171.88,-1.04
432,4434.0,1.19,-0.27,-1.57,54.69,-93.75,-1.04
433,4442.0,0.75,-0.23,-1.74,13.37,-15.62,-1.04
434,4449.0,0.38,-0.16,-1.82,-21.55,46.88,-1.04
435,4457.0,-0.08,-0.14,-1.88,-55.91,93.75,-1.04
436,4464.0,-0.33,-0.15,-1.91,-88.26,125.0,-1.04
437,4479.0,-0.58,-0.38,-1.81,-138.73,171.88,-1.04
438,4487.0,-0.72,-0.56,-1.69,-142.4,187.5,-1.04
439,4494.0,-0.78,-0.69,-1.58,-132.45,187.5,-1.04
440,4501.0,-0.71,-0.81,-1.44,-114.93,187.5,-1.04
441,4509.0,-0.59,-0.85,-1.31,-94.12,187.5,-1.04
442,4516.0,-0.54,-0.81,-1.16,-73.36,187.5,-1.04
443,4524.0,-0.58,-0.68,-1.03,-60.73,203.12,-1.04
444,4532.0,-0.64,-0.49,-0.9,-57.8,203.12,-1.04
445,4539.0,-0.67,-0.34,-0.78,-61.95,203.12,-1.04
446,4546.0,-0.72,-0.24,-0.65,-70.19,218.75,-1.04
447,4554.0,-0.74,-0.18,-0.54,-79.35,218.75,-1.04
448,4561.0,-0.74,-0.12,-0.45,-86.85,218.75,-1.04
449,4569.0,-0.72,-0.06,-0.37,-91.74,218.75,-1.04
450,4577.0,-0.71,0.0,-0.31,-93.69,218.75,-1.04
451,4583.0,-0.7,0.04,-0.25,-94.91,218.75,-1.04
452,4593.0,-0.71,0.09,-0.17,-94.91,203.12,-1.04
453,4599.0,-0.72,0.1,-0.11,-92.83,203.12,-1.04
454,4606.0,-0.74,0.14,-0.04,-88.5,187.5,-1.1
455,4615.0,-0.76,0.21,0.05,-84.29,171.88,-1.1
456,4622.0,-0.78,0.29,0.15,-80.2,171.88,-1.1
457,4629.0,-0.78,0.39,0.25,-77.82,156.25,-1.1
458,4636.0,-0.8,0.49,0.38,-78.19,140.62,-1.1
459,4646.0,-0.81,0.58,0.44,-79.83,125.0,-1.1
460,4652.0,-0.83,0.58,0.44,-77.09,109.38,-1.1
461,4659.0,-0.85,0.52,0.37,-68.05,93.75,-1.1
462,4666.0,-0.87,0.44,0.23,-52.31,62.5,-1.1
463,4674.0,-0.84,0.35,0.1,-32.04,46.88,-1.1
464,4681.0,-0.81,0.25,0.02,-7.51,31.25,-1.1
465,4689.0,-0.83,0.16,-0.02,17.27,15.62,-1.1
466,4697.0,-0.87,0.13,0.0,39.86,0.0,-1.1
467,4704.0,-0.91,0.21,0.07,57.5,-15.62,-1.1
468,4711.0,-0.98,0.35,0.21,67.57,-31.25,-1.1
469,4719.0,-1.03,0.47,0.28,70.86,-46.88,-1.1
470,4727.0,-1.05,0.54,0.28,71.66,-78.12,-1.1
471,4735.0,-1.02,0.51,0.24,70.98,-109.38,-1.1
472,4742.0,-0.97,0.45,0.21,74.22,-125.0,-1.1
473,4750.0,-0.94,0.36,0.21,81.3,-140.62,-1.1
474,4756.0,-0.94,0.31,0.21,87.65,-156.25,-1.1
475,4772.0,-0.95,0.28,0.17,86.43,-171.88,-1.1
476,4779.0,-0.94,0.24,0.14,81.12,-187.5,-1.1
477,4787.0,-0.95,0.18,0.06,79.53,-203.12,-1.1
478,4794.0,-0.95,0.06,-0.09,85.14,-203.12,-1.1
479,4801.0,-0.95,-0.09,-0.29,96.56,-218.75,-1.1
480,4809.0,-0.94,-0.29,-0.51,111.08,-218.75,-1.1
481,4816.0,-0.93,-0.42,-0.73,130.31,-218.75,-1.1
482,4825.0,-0.94,-0.57,-1.01,152.28,-218.75,-1.1
483,4832.0,-0.98,-0.76,-1.19,168.09,-203.12,-1.1
484,4838.0,-0.95,-0.82,-1.23,180.54,-218.75,-1.1
485,4847.0,-0.7,-0.7,-1.26,191.89,-234.38,-1.1
486,4854.0,-0.31,-0.56,-1.27,197.27,-250.0,-1.1
487,4862.0,0.28,-0.52,-1.35,181.52,-234.38,-1.1
488,4869.0,0.81,-0.54,-1.53,139.47,-187.5,-1.16
489,4876.0,1.01,-0.49,-1.69,80.51,-140.62,-1.16
490,4884.0,1.0,-0.5,-1.78,23.99,-78.12,-1.16
491,4891.0,0.74,-0.69,-1.84,-21.36,0.0,-1.16
492,4899.0,0.36,-0.88,-1.83,-42.91,46.88,-1.16
493,4907.0,-0.04,-0.89,-1.77,-50.54,93.75,-1.16
494,4914.0,-0.3,-0.75,-1.66,-59.94,125.0,-1.16
495,4921.0,-0.47,-0.54,-1.48,-79.83,140.62,-1.16
496,4929.0,-0.64,-0.54,-1.36,-99.06,171.88,-1.16
497,4936.0,-0.71,-0.62,-1.24,-112.43,171.88,-1.16
498,4944.0,-0.75,-0.73,-1.1,-111.27,171.88,-1.16
499,4952.0,-0.74,-0.78,-1.01,-98.94,171.88,-1.16
500,4959.0,-0.75,-0.77,-0.91,-83.44,171.88,-1.16
501,4966.0,-0.77,-0.69,-0.81,-70.8,171.88,-1.16
502,4974.0,-0.8,-0.55,-0.72,-62.5,171.88,-1.16
503,4981.0,-0.8,-0.49,-0.63,-60.85,171.88,-1.16
504,4989.0,-0.81,-0.39,-0.55,-62.68,171.88,-1.16
505,5004.0,-0.84,-0.16,-0.39,-66.89,171.88,-1.16
506,5011.0,-0.86,-0.08,-0.32,-69.76,171.88,-1.16
507,5019.0,-0.88,-0.02,-0.25,-72.63,171.88,-1.16
508,5029.0,-0.89,0.04,-0.19,-75.56,156.25,-1.16
509,5034.0,-0.89,0.09,-0.12,-76.6,156.25,-1.16
510,5041.0,-0.87,0.14,-0.07,-75.44,140.62,-1.16
511,5049.0,-0.86,0.18,0.0,-71.9,125.0,-1.16
512,5057.0,-0.85,0.25,0.07,-67.63,125.0,-1.16
513,5071.0,-0.85,0.38,0.2,-59.2,93.75,-1.16
514,5079.0,-0.86,0.38,0.21,-54.32,78.12,-1.16
515,5086.0,-0.84,0.35,0.23,-52.55,62.5,-1.16
516,5094.0,-0.82,0.34,0.26,-50.48,46.88,-1.16
517,5101.0,-0.79,0.32,0.25,-46.88,31.25,-1.16
518,5109.0,-0.77,0.29,0.16,-43.88,15.62,-1.16
519,5117.0,-0.74,0.22,0.03,-40.59,0.0,-1.16
520,5132.0,-0.63,0.16,-0.08,-23.8,-31.25,-1.22
521,5139.0,-0.64,0.21,-0.1,-14.04,-46.88,-1.22
522,5148.0,-0.69,0.32,-0.09,-5.31,-62.5,-1.22
523,5164.0,-0.82,0.46,-0.01,15.87,-93.75,-1.22
524,5176.0,-0.86,0.42,0.0,35.95,-125.0,-1.22
525,5192.0,-0.8,0.29,-0.06,59.63,-156.25,-1.22
526,5200.0,-0.81,0.24,-0.08,67.5,-171.88,-1.22
527,5207.0,-0.84,0.2,-0.14,71.29,-171.88,-1.22
528,5214.0,-0.88,0.13,-0.24,72.33,-187.5,-1.22
529,5222.0,-0.92,0.06,-0.38,73.36,-203.12,-1.22
530,5229.0,-0.97,-0.1,-0.63,73.91,-203.12,-1.22
531,5237.0,-0.97,-0.28,-0.9,74.1,-203.12,-1.22
532,5244.0,-0.92,-0.52,-1.22,82.64,-203.12,-1.22
533,5251.0,-0.93,-0.76,-1.4,94.12,-187.5,-1.22
534,5259.0,-1.01,-0.85,-1.43,111.21,-171.88,-1.22
535,5266.0,-1.21,-0.71,-1.33,147.52,-171.88,-1.22
536,5274.0,-1.26,-0.73,-0.99,188.48,-203.12,-1.22
537,5282.0,-0.74,-0.95,-0.95,217.9,-250.0,-1.22
538,5289.0,0.11,-0.93,-1.07,224.12,-250.0,-1.22
539,5296.0,0.83,-0.87,-1.4,183.41,-218.75,-1.22
540,5304.0,1.36,-0.63,-1.71,116.03,-156.25,-1.22
541,5311.0,1.14,-0.47,-1.88,56.15,-62.5,-1.22
542,5319.0,0.66,-0.38,-2.08,6.23,15.62,-1.22
543,5327.0,0.14,-0.34,-2.23,-36.25,78.12,-1.22
544,5334.0,-0.32,-0.2,-2.22,-80.51,125.0,-1.22
545,5341.0,-0.5,-0.11,-2.11,-122.07,171.88,-1.22
546,5349.0,-0.66,-0.24,-1.95,-155.88,203.12,-1.22
547,5356.0,-0.77,-0.43,-1.77,-168.7,218.75,-1.22
548,5364.0,-0.87,-0.64,-1.56,-157.9,218.75,-1.22
549,5372.0,-0.84,-0.81,-1.39,-135.19,218.75,-1.22
550,5379.0,-0.72,-0.84,-1.17,-105.53,218.75,-1.28
551,5386.0,-0.64,-0.7,-0.97,-78.06,218.75,-1.28
552,5394.0,-0.64,-0.46,-0.75,-61.22,218.75,-1.28
553,5401.0,-0.66,-0.26,-0.57,-57.25,218.75,-1.28
554,5410.0,-0.71,-0.08,-0.39,-62.5,218.75,-1.28
555,5423.0,-0.77,0.09,-0.12,-76.35,218.75,-1.28
556,5432.0,-0.78,0.11,-0.03,-82.46,218.75,-1.28
557,5439.0,-0.78,0.13,0.07,-85.27,203.12,-1.28
558,5447.0,-0.78,0.17,0.12,-86.18,187.5,-1.28
559,5454.0,-0.77,0.21,0.15,-87.1,171.88,-1.28
560,5477.0,-0.72,0.43,0.36,-91.74,125.0,-1.28
561,5484.0,-0.72,0.54,0.4,-92.29,109.38,-1.28
562,5492.0,-0.75,0.63,0.46,-92.59,93.75,-1.28
563,5499.0,-0.76,0.65,0.47,-91.31,78.12,-1.28
564,5506.0,-0.78,0.59,0.43,-86.85,46.88,-1.28
565,5514.0,-0.76,0.47,0.31,-82.76,31.25,-1.28
566,5521.0,-0.71,0.35,0.13,-71.29,15.62,-1.28
567,5529.0,-0.62,0.14,-0.06,-51.57,-15.62,-1.28
568,5537.0,-0.56,0.01,-0.16,-23.07,-31.25,-1.28
569,5544.0,-0.53,0.01,-0.24,9.03,-31.25,-1.28
570,5551.0,-0.57,0.12,-0.2,33.87,-46.88,-1.28
571,5559.0,-0.66,0.3,-0.14,50.6,-62.5,-1.28
572,5566.0,-0.73,0.41,-0.05,55.97,-78.12,-1.28
573,5574.0,-0.79,0.48,0.02,58.78,-93.75,-1.28
574,5582.0,-0.82,0.46,0.06,60.67,-109.38,-1.28
575,5589.0,-0.81,0.38,0.04,66.04,-140.62,-1.28
576,5596.0,-0.76,0.29,0.04,72.69,-156.25,-1.28
577,5604.0,-0.72,0.22,0.03,79.04,-156.25,-1.28
578,5611.0,-0.73,0.21,-0.03,83.74,-171.88,-1.28
579,5620.0,-0.8,0.17,-0.2,86.0,-171.88,-1.28
580,5626.0,-0.87,0.07,-0.43,84.72,-187.5,-1.28
581,5641.0,-0.96,-0.29,-0.9,79.04,-187.5,-1.34
582,5649.0,-1.01,-0.46,-1.03,86.24,-187.5,-1.34
583,5657.0,-1.12,-0.65,-1.16,102.72,-171.88,-1.34
584,5664.0,-1.22,-0.73,-1.16,120.79,-171.88,-1.34
585,5671.0,-1.3,-0.62,-1.07,142.52,-187.5,-1.34
586,5679.0,-1.11,-0.48,-0.97,168.58,-218.75,-1.34
587,5686.0,-0.55,-0.68,-0.91,189.51,-250.0,-1.34
588,5694.0,0.28,-1.03,-1.06,205.38,-250.0,-1.34
589,5702.0,0.99,-1.07,-1.48,193.79,-218.75,-1.34
590,5708.0,1.26,-0.78,-1.92,151.43,-140.62,-1.34
591,5716.0,1.25,-0.42,-2.1,91.74,-62.5,-1.34
592,5724.0,0.67,-0.24,-2.11,30.33,15.62,-1.34
593,5731.0,0.1,-0.21,-2.09,-21.97,62.5,-1.34
594,5747.0,-0.41,-0.19,-1.88,-112.92,140.62,-1.34
595,5754.0,-0.49,-0.27,-1.73,-148.62,187.5,-1.34
596,5769.0,-0.77,-0.64,-1.35,-171.81,218.75,-1.34
597,5776.0,-0.85,-0.8,-1.17,-154.54,203.12,-1.34
598,5785.0,-0.87,-0.88,-0.98,-127.75,203.12,-1.34
599,5791.0,-0.85,-0.86,-0.86,-99.24,187.5,-1.34
600,5799.0,-0.83,-0.75,-0.73,-75.44,187.5,-1.34
601,5806.0,-0.84,-0.58,-0.62,-59.08,187.5,-1.34
602,5814.0,-0.83,-0.41,-0.54,-51.76,187.5,-1.34
603,5829.0,-0.82,-0.18,-0.36,-53.16,187.5,-1.34
604,5836.0,-0.81,-0.08,-0.28,-53.04,187.5,-1.34
605,5844.0,-0.81,-0.01,-0.24,-51.21,187.5,-1.34
606,5851.0,-0.81,0.06,-0.21,-50.05,171.88,-1.34
607,5859.0,-0.8,0.13,-0.18,-51.82,171.88,-1.34
608,5875.0,-0.76,0.3,-0.06,-58.35,140.62,-1.34
609,5883.0,-0.75,0.41,-0.02,-64.7,125.0,-1.34
610,5889.0,-0.73,0.47,-0.01,-69.27,125.0,-1.4
611,5896.0,-0.7,0.49,0.05,-74.34,109.38,-1.4
612,5904.0,-0.7,0.49,0.14,-72.2,93.75,-1.4
613,5912.0,-0.73,0.49,0.22,-61.77,78.12,-1.4
614,5919.0,-0.77,0.5,0.26,-48.83,62.5,-1.4
615,5926.0,-0.8,0.52,0.27,-34.48,46.88,-1.4
616,5934.0,-0.8,0.51,0.25,-20.69,15.62,-1.4
617,5949.0,-0.74,0.41,0.21,6.41,-31.25,-1.4
618,5957.0,-0.74,0.39,0.2,22.28,-46.88,-1.4
619,5964.0,-0.77,0.38,0.18,39.86,-62.5,-1.4
620,5971.0,-0.8,0.38,0.17,53.16,-78.12,-1.4
621,5979.0,-0.83,0.36,0.18,64.82,-93.75,-1.4
622,5986.0,-0.85,0.35,0.2,73.91,-109.38,-1.4
623,5995.0,-0.87,0.32,0.21,82.76,-140.62,-1.4
624,6001.0,-0.88,0.3,0.2,89.78,-156.25,-1.4
625,6009.0,-0.89,0.29,0.16,95.28,-171.88,-1.4
626,6017.0,-0.88,0.25,0.09,97.84,-187.5,-1.4
627,6024.0,-0.86,0.22,0.04,98.69,-203.12,-1.4
628,6040.0,-0.88,0.03,-0.37,108.83,-218.75,-1.4
629,6046.0,-0.87,-0.25,-0.78,116.64,-218.75,-1.4
630,6054.0,-0.78,-0.56,-1.11,129.94,-218.75,-1.4
631,6061.0,-0.7,-0.89,-1.4,149.9,-203.12,-1.4
632,6069.0,-0.75,-0.95,-1.5,171.88,-187.5,-1.4
633,6077.0,-0.87,-0.76,-1.59,212.95,-187.5,-1.4
634,6083.0,-0.88,-0.83,-1.54,247.31,-203.12,-1.4
635,6091.0,-0.56,-0.91,-1.39,277.83,-218.75,-1.4
636,6099.0,-0.12,-0.77,-1.33,298.58,-234.38,-1.4
637,6107.0,0.46,-0.63,-1.46,277.89,-234.38,-1.4
638,6114.0,1.14,-0.4,-1.75,211.73,-187.5,-1.4
639,6122.0,1.4,-0.04,-1.94,117.74,-93.75,-1.4
640,6129.0,1.08,0.15,-2.0,14.28,-15.62,-1.4
641,6136.0,0.69,0.06,-1.92,-73.61,46.88,-1.4
642,6144.0,0.16,-0.1,-1.83,-134.64,109.38,-1.46
643,6151.0,-0.21,-0.18,-1.74,-169.74,140.62,-1.46
644,6159.0,-0.43,-0.33,-1.68,-191.59,187.5,-1.46
645,6166.0,-0.6,-0.52,-1.64,-195.8,203.12,-1.46
646,6174.0,-0.84,-0.66,-1.49,-183.84,218.75,-1.46
647,6181.0,-1.01,-0.75,-1.39,-155.33,218.75,-1.46
648,6189.0,-1.03,-0.85,-1.3,-117.37,203.12,-1.46
649,6196.0,-0.91,-0.86,-1.22,-86.43,187.5,-1.46
650,6206.0,-0.71,-0.69,-1.06,-49.19,187.5,-1.46
651,6211.0,-0.66,-0.56,-0.95,-38.15,187.5,-1.46
652,6219.0,-0.65,-0.38,-0.81,-33.75,203.12,-1.46
653,6226.0,-0.65,-0.22,-0.64,-37.23,203.12,-1.46
654,6234.0,-0.68,-0.11,-0.51,-43.64,203.12,-1.46
655,6242.0,-0.7,-0.03,-0.37,-52.55,203.12,-1.46
656,6250.0,-0.72,0.04,-0.25,-63.84,203.12,-1.46
657,6256.0,-0.72,0.08,-0.17,-71.47,203.12,-1.46
658,6264.0,-0.72,0.1,-0.1,-79.35,187.5,-1.46
659,6271.0,-0.73,0.13,-0.03,-85.75,187.5,-1.46
660,6279.0,-0.72,0.16,0.01,-89.72,171.88,-1.46
661,6287.0,-0.71,0.18,0.1,-91.92,156.25,-1.46
662,6301.0,-0.74,0.31,0.25,-84.53,125.0,-1.46
663,6309.0,-0.75,0.37,0.25,-78.8,109.38,-1.46
664,6316.0,-0.75,0.41,0.2,-74.1,93.75,-1.46
665,6324.0,-0.74,0.47,0.2,-73.3,78.12,-1.46
666,6332.0,-0.73,0.52,0.21,-70.13,62.5,-1.46
667,6339.0,-0.75,0.54,0.18,-63.23,46.88,-1.46
668,6346.0,-0.76,0.5,0.14,-57.68,31.25,-1.46
669,6354.0,-0.75,0.4,0.09,-50.6,15.62,-1.46
670,6362.0,-0.75,0.26,0.07,-38.09,-15.62,-1.46
671,6370.0,-0.75,0.18,0.05,-22.46,-31.25,-1.46
672,6376.0,-0.76,0.14,0.06,-1.95,-46.88,-1.46
673,6384.0,-0.77,0.16,0.04,19.35,-62.5,-1.46
674,6391.0,-0.82,0.25,0.03,35.71,-78.12,-1.46
675,6399.0,-0.86,0.34,0.03,47.06,-93.75,-1.53
676,6407.0,-0.9,0.39,0.04,52.67,-109.38,-1.53
677,6414.0,-0.93,0.4,0.02,56.52,-125.0,-1.53
678,6421.0,-0.95,0.38,0.0,61.71,-140.62,-1.53
679,6429.0,-0.95,0.32,-0.0,66.77,-156.25,-1.53
680,6436.0,-0.96,0.26,-0.05,74.95,-156.25,-1.53
681,6444.0,-0.98,0.2,-0.17,84.96,-171.88,-1.53
682,6452.0,-1.01,0.09,-0.33,94.18,-187.5,-1.53
683,6458.0,-1.02,-0.03,-0.52,100.4,-187.5,-1.53
684,6466.0,-1.01,-0.17,-0.72,101.93,-187.5,-1.53
685,6474.0,-0.99,-0.25,-0.91,103.09,-187.5,-1.53
686,6481.0,-0.98,-0.4,-1.12,102.23,-187.5,-1.53
687,6489.0,-0.99,-0.54,-1.18,99.0,-171.88,-1.53
688,6497.0,-1.06,-0.6,-1.2,109.5,-156.25,-1.53
689,6505.0,-1.17,-0.66,-1.12,139.16,-171.88,-1.53
690,6511.0,-1.07,-0.61,-0.95,159.3,-187.5,-1.53
691,6519.0,-0.6,-0.48,-0.85,199.34,-218.75,-1.53
692,6526.0,0.1,-0.59,-0.96,221.37,-218.75,-1.53
693,6541.0,1.26,-0.53,-1.79,151.12,-109.38,-1.53
694,6549.0,1.22,-0.37,-2.17,96.92,-46.88,-1.53
695,6556.0,0.83,-0.25,-2.19,40.83,31.25,-1.53
696,6572.0,-0.26,-0.32,-2.07,-67.38,140.62,-1.53
697,6579.0,-0.46,-0.29,-1.96,-114.93,156.25,-1.53
698,6586.0,-0.56,-0.36,-1.8,-157.53,187.5,-1.53
699,6594.0,-0.64,-0.55,-1.63,-183.41,203.12,-1.53
700,6601.0,-0.76,-0.81,-1.43,-183.72,218.75,-1.53
701,6609.0,-0.82,-0.97,-1.26,-161.87,218.75,-1.53
702,6617.0,-0.82,-1.04,-1.1,-127.44,218.75,-1.53
703,6624.0,-0.76,-0.95,-0.93,-93.69,203.12,-1.53
704,6631.0,-0.69,-0.76,-0.8,-64.94,203.12,-1.53
705,6640.0,-0.66,-0.55,-0.7,-48.89,203.12,-1.53
706,6646.0,-0.66,-0.36,-0.58,-47.79,203.12,-1.53
707,6655.0,-0.68,-0.2,-0.46,-53.59,203.12,-1.59
708,6662.0,-0.71,-0.1,-0.36,-62.99,203.12,-1.59
709,6668.0,-0.74,-0.04,-0.27,-71.96,203.12,-1.59
710,6677.0,-0.76,0.0,-0.18,-83.07,203.12,-1.59
711,6684.0,-0.76,0.02,-0.12,-90.88,187.5,-1.59
712,6699.0,-0.72,0.06,-0.07,-102.78,156.25,-1.59
713,6707.0,-0.69,0.06,-0.03,-102.78,140.62,-1.59
714,6713.0,-0.67,0.1,0.02,-98.75,140.62,-1.59
715,6723.0,-0.66,0.19,0.09,-89.36,125.0,-1.59
716,6729.0,-0.66,0.25,0.14,-84.53,109.38,-1.59
717,6736.0,-0.66,0.36,0.19,-81.6,93.75,-1.59
718,6745.0,-0.67,0.46,0.24,-84.17,78.12,-1.59
719,6751.0,-0.67,0.55,0.28,-92.41,62.5,-1.59
720,6759.0,-0.69,0.58,0.3,-101.93,46.88,-1.59
721,6766.0,-0.7,0.56,0.28,-111.63,15.62,-1.59
722,6774.0,-0.7,0.52,0.25,-120.85,0.0,-1.59
723,6781.0,-0.68,0.45,0.19,-122.68,-15.62,-1.59
724,6790.0,-0.65,0.35,0.13,-118.77,-46.88,-1.59
725,6796.0,-0.63,0.28,0.11,-106.87,-62.5,-1.59
726,6804.0,-0.66,0.24,0.09,-83.37,-62.5,-1.59
727,6811.0,-0.7,0.26,0.08,-53.16,-78.12,-1.59
728,6819.0,-0.78,0.3,0.06,-20.94,-93.75,-1.59
729,6827.0,-0.84,0.35,0.03,9.4,-109.38,-1.59
730,6833.0,-0.88,0.39,0.0,32.78,-125.0,-1.59
731,6841.0,-0.91,0.4,-0.03,51.57,-125.0,-1.59
732,6849.0,-0.95,0.38,-0.03,65.31,-140.62,-1.59
733,6856.0,-0.99,0.35,-0.05,75.2,-156.25,-1.59
734,6864.0,-1.03,0.32,-0.07,81.85,-156.25,-1.59
735,6872.0,-1.07,0.26,-0.13,87.22,-171.88,-1.59
736,6878.0,-1.08,0.18,-0.24,92.22,-187.5,-1.59
737,6886.0,-1.06,0.05,-0.35,93.32,-187.5,-1.59
738,6894.0,-1.03,-0.06,-0.48,90.64,-187.5,-1.59
739,6902.0,-0.99,-0.09,-0.53,86.36,-187.5,-1.59
740,6909.0,-0.95,-0.06,-0.45,89.78,-187.5,-1.59
741,6916.0,-0.83,-0.24,-0.37,107.54,-187.5,-1.65
742,6924.0,-0.63,-0.54,-0.39,146.97,-187.5,-1.65
743,6931.0,-0.36,-0.81,-0.63,196.11,-187.5,-1.65
744,6939.0,-0.18,-0.88,-1.04,238.46,-171.88,-1.65
745,6946.0,-0.09,-0.76,-1.52,254.88,-156.25,-1.65
746,6955.0,-0.09,-0.64,-2.04,244.93,-125.0,-1.65
747,6961.0,-0.11,-0.58,-2.42,203.55,-93.75,-1.65
748,6969.0,-0.16,-0.46,-2.64,140.14,-46.88,-1.65
749,6976.0,-0.25,-0.4,-2.73,71.35,0.0,-1.65
750,6984.0,-0.28,-0.49,-2.63,2.69,31.25,-1.65
751,6992.0,-0.27,-0.61,-2.45,-50.54,78.12,-1.65
752,6999.0,-0.29,-0.69,-2.19,-94.54,109.38,-1.65
753,7006.0,-0.36,-0.72,-1.87,-123.78,125.0,-1.65
754,7014.0,-0.43,-0.71,-1.58,-141.36,156.25,-1.65
755,7021.0,-0.5,-0.7,-1.36,-145.94,171.88,-1.65
756,7029.0,-0.54,-0.76,-1.26,-143.8,171.88,-1.65
757,7037.0,-0.56,-0.8,-1.21,-135.99,187.5,-1.65
758,7043.0,-0.56,-0.8,-1.18,-123.84,203.12,-1.65
759,7051.0,-0.52,-0.74,-1.09,-109.25,203.12,-1.65
760,7059.0,-0.5,-0.65,-0.97,-94.79,203.12,-1.65
761,7067.0,-0.47,-0.51,-0.84,-78.0,203.12,-1.65
762,7074.0,-0.45,-0.41,-0.73,-64.21,203.12,-1.65
763,7082.0,-0.43,-0.31,-0.58,-52.92,203.12,-1.65
764,7088.0,-0.43,-0.2,-0.46,-45.9,187.5,-1.65
765,7096.0,-0.43,-0.09,-0.35,-43.52,187.5,-1.65
766,7104.0,-0.44,-0.0,-0.24,-45.29,187.5,-1.65
767,7111.0,-0.45,0.06,-0.15,-49.74,171.88,-1.65
768,7120.0,-0.47,0.1,-0.06,-55.54,156.25,-1.65
769,7126.0,-0.48,0.12,0.02,-61.34,156.25,-1.65
770,7135.0,-0.49,0.17,0.12,-64.88,125.0,-1.65
771,7141.0,-0.51,0.21,0.21,-66.65,125.0,-1.65
772,7157.0,-0.56,0.34,0.36,-71.53,78.12,-1.65
773,7166.0,-0.59,0.41,0.42,-73.3,62.5,-1.65
774,7172.0,-0.64,0.44,0.42,-70.98,46.88,-1.71
775,7179.0,-0.66,0.44,0.39,-67.5,31.25,-1.71
776,7186.0,-0.69,0.43,0.35,-61.46,0.0,-1.71
777,7194.0,-0.69,0.41,0.31,-52.8,-15.62,-1.71
778,7202.0,-0.71,0.39,0.28,-42.85,-31.25,-1.71
779,7208.0,-0.73,0.37,0.25,-33.33,-62.5,-1.71
780,7216.0,-0.75,0.35,0.24,-24.41,-78.12,-1.71
781,7224.0,-0.78,0.34,0.2,-13.73,-93.75,-1.71
782,7231.0,-0.81,0.31,0.15,-0.18,-109.38,-1.71
783,7239.0,-0.84,0.3,0.1,14.04,-125.0,-1.71
784,7247.0,-0.9,0.31,0.05,31.19,-140.62,-1.71
785,7253.0,-0.97,0.33,0.0,49.32,-156.25,-1.71
786,7261.0,-1.07,0.36,-0.06,66.04,-156.25,-1.71
787,7269.0,-1.15,0.39,-0.11,81.05,-171.88,-1.71
788,7277.0,-1.19,0.4,-0.14,89.9,-187.5,-1.71
789,7284.0,-1.22,0.41,-0.16,93.93,-187.5,-1.71
790,7291.0,-1.25,0.36,-0.26,95.15,-203.12,-1.71
791,7299.0,-1.25,0.18,-0.5,95.4,-203.12,-1.71
792,7306.0,-1.19,-0.07,-0.79,95.34,-203.12,-1.71
793,7314.0,-1.12,-0.35,-1.1,94.24,-203.12,-1.71
